Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,kubeadm-master,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-kubeadm-NodePort_NET-ens3-kubeadm-master.csv --noheaders --noupdate 5,,,,Date:,27 Sep 2017 11:20:48 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1506511250,27/09/2018 11:20,11.712,7.208,77.506,3.339,0,0.235,2806916.084,203434.591,0,0,0,0,3077.635,6908.535
1506511255,27/09/2018 11:20,5.839,5.735,87.696,0.626,0,0.104,4915.2,87654.4,1614,5522.8,0,0,3007.2,7049
1506511260,27/09/2018 11:21,5.428,5.115,88.518,0.939,0,0,26214.4,95027.2,1488,6452.4,0,0,3009,7040.2
1506511265,27/09/2018 11:21,7.518,6.282,85.479,0.721,0,0,0,63078.4,1204,5521.8,0,0,2914.4,6858.8
1506511270,27/09/2018 11:21,5.596,7.15,86.01,1.14,0,0.104,0,95846.4,1597.2,7508,0,0,3204.6,7467.6
1506511275,27/09/2018 11:21,5.165,5.682,88.326,0.723,0,0.103,0,64716.8,1483.4,4572.8,0,0,2892.4,6792.2
1506511280,27/09/2018 11:21,6.231,5.504,87.02,1.038,0,0.208,0,118784,1474.8,6439.2,0,0,3092.6,7185.6
1506511285,27/09/2018 11:21,5.653,7.091,86.639,0.617,0,0,0,66355.2,1324,5286,0,0,2968.4,6972.8
1506511290,27/09/2018 11:21,6.218,4.767,87.668,1.14,0,0.207,0,112230.4,1444.8,6439.2,0,0,3049.4,7190
1506511295,27/09/2018 11:21,6.939,5.102,87.143,0.714,0,0.102,0,54886.4,1144.6,4449.4,0,0,2850.6,6718.2
1506511300,27/09/2018 11:21,5.961,4.522,88.489,0.925,0,0.103,0,97484.8,1728.2,6478.8,0,0,2973,6994.4
1506511305,27/09/2018 11:21,5.247,4.835,89.3,0.617,0,0,0,58163.2,1691.2,4525.2,0,0,2819.6,6759.2
1506511310,27/09/2018 11:21,5.225,5.225,88.115,1.23,0,0.205,0,104038.4,1455.6,6907.6,0,0,2941.4,7006.6
1506511315,27/09/2018 11:21,4.835,5.864,88.58,0.617,0,0.103,0,63078.4,1378,6289.8,0,0,2986.4,7011.8
1506511320,27/09/2018 11:22,5.613,4.782,88.565,0.936,0,0.104,0,103219.2,1514.4,6465.6,0,0,3038,7117.4
1506511325,27/09/2018 11:22,7.025,5.785,86.467,0.62,0,0.103,0,55705.6,1180.6,5111.2,0,0,3064.8,7217.2
1506511330,27/09/2018 11:22,5.4,7.165,86.189,1.038,0,0.208,0,103219.2,1688.4,8245,0,0,3156.2,7286
1506511335,27/09/2018 11:22,5.567,5.567,88.041,0.722,0,0.103,0,64716.8,1760.2,5124.4,0,0,2816.4,6684
1506511340,27/09/2018 11:22,4.948,5.773,88.247,0.928,0,0.103,0,100761.6,1174.8,5513.4,0,0,3046.2,7079.8
1506511345,27/09/2018 11:22,6.243,5.307,87.617,0.832,0,0,0,59801.6,1608.4,6238.2,0,0,3016,7024.4
1506511350,27/09/2018 11:22,5.973,5.458,87.333,1.03,0,0.206,0,107315.2,1131.6,5500.2,0,0,3012.6,7128.6
1506511355,27/09/2018 11:22,5.584,5.067,88.728,0.62,0,0,0,59801.6,1529.8,6410,0,0,2877.6,6863.2
1506511360,27/09/2018 11:22,4.658,4.555,89.648,0.932,0,0.207,0,98304,1236.6,5513.4,0,0,2945,6975.8
1506511365,27/09/2018 11:22,4.38,4.275,90.511,0.834,0,0,0,59801.6,1811,5342.8,0,0,2803.8,6703
1506511370,27/09/2018 11:22,5.492,4.663,88.705,1.036,0,0.104,0,94208,1144.8,5598.6,0,0,2993,7020.6
1506511375,27/09/2018 11:22,5.779,5.263,88.132,0.722,0,0.103,0,71270.4,1642.6,6603.2,0,0,3019.2,7059.2
1506511380,27/09/2018 11:23,5.596,5.389,87.772,1.036,0,0.207,0,92569.6,1048.8,5021.4,0,0,2977.6,7049.2
