"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-worker-3",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-docker_netishost-bis-docker-swarm-worker-3.csv --noupdate 5",,,,"Date:","22 Sep 2017 23:28:24 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1506122905.000,22-09 23:28:25,4.910,1.707,92.524,0.767,0.0,0.092,0.0,0.0,5.751,493273088.0,29175808.0,538316800.0,3082756096.0,0.0,0.0,0.0,0.0,3.279,918.706,2037.082,4178.493,17.463,5.404,458072.537,1707260.796,896.0,33456.0,4.0,2.0,1.0,6.0,0.0,0.0,138.0,13.0,2.0,0.0,0.0,0.0,1.0,3.0,533.450,920.862
1506122910.004,22-09 23:28:30,0.402,0.302,99.296,0.0,0.0,0.0,0.0,0.200,0.0,493395968.0,29179904.0,538288128.0,3082657792.0,0.0,0.0,0.0,0.0,0.0,1.800,10.200,4.800,0.0,0.200,0.0,4096.0,928.0,33460.0,4.0,2.0,1.0,6.0,1305.400,1432.800,138.0,13.0,2.0,0.0,0.0,0.0,1.0,3.0,237.200,436.400
1506122915.004,22-09 23:28:35,0.905,0.402,98.592,0.101,0.0,0.0,0.0,0.0,0.800,499052544.0,29188096.0,538304512.0,3076976640.0,0.0,0.0,0.0,0.0,0.0,611.800,550.800,311.600,0.600,0.400,2457.600,5734.400,928.0,33464.0,4.0,2.0,1.0,6.0,1229.200,1189.200,137.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,257.600,461.200
1506122920.004,22-09 23:28:40,0.705,0.201,98.993,0.101,0.0,0.0,0.0,0.0,0.200,495423488.0,29196288.0,538304512.0,3080597504.0,0.0,0.0,0.0,0.0,0.0,68.600,35.0,261.400,0.0,0.400,0.0,7372.800,896.0,33424.0,4.0,2.0,1.0,6.0,1586.0,1424.600,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,265.400,489.200
1506122925.004,22-09 23:28:45,0.604,0.0,99.396,0.0,0.0,0.0,0.0,0.0,0.0,495308800.0,29208576.0,538304512.0,3080699904.0,0.0,0.0,0.0,0.0,0.0,0.0,1.200,2.0,0.0,3.600,0.0,27033.600,896.0,33424.0,4.0,2.0,1.0,6.0,885.400,869.800,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,226.0,413.200
1506122930.004,22-09 23:28:50,0.403,0.201,99.295,0.101,0.0,0.0,0.0,0.0,0.0,495362048.0,29216768.0,538304512.0,3080638464.0,0.0,0.0,0.0,0.0,0.0,0.200,0.600,3.400,0.0,1.400,0.0,8192.0,896.0,33424.0,4.0,2.0,1.0,6.0,679.400,655.800,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,215.600,405.600
1506122935.004,22-09 23:28:55,0.905,0.101,98.894,0.101,0.0,0.0,0.0,0.0,0.0,495321088.0,29224960.0,538304512.0,3080671232.0,0.0,0.0,0.0,0.0,0.0,3.200,0.600,1.800,0.0,0.400,0.0,4915.200,896.0,33424.0,4.0,2.0,1.0,6.0,383.600,449.200,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,229.600,423.800
1506122939.999,22-09 23:28:59,1.108,0.201,98.590,0.101,0.0,0.0,0.0,0.0,0.0,495476736.0,29233152.0,538304512.0,3080507392.0,0.0,0.0,0.0,0.0,0.0,36.200,45.800,38.800,0.0,0.800,0.0,9011.200,896.0,33424.0,4.0,2.0,1.0,6.0,895.0,860.0,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,214.200,400.0
1506122945.004,22-09 23:29:05,0.702,0.201,98.997,0.100,0.0,0.0,0.0,0.0,0.0,495403008.0,29241344.0,538304512.0,3080572928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600,1.800,0.0,1.0,0.0,9011.200,896.0,33424.0,4.0,2.0,1.0,6.0,720.0,771.800,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,217.600,408.600
1506122950.003,22-09 23:29:10,0.604,0.101,99.296,0.0,0.0,0.0,0.0,0.0,0.0,495235072.0,29249536.0,538304512.0,3080732672.0,0.0,0.0,0.0,0.0,0.0,0.400,0.600,3.400,0.0,0.600,0.0,6553.600,896.0,33424.0,4.0,2.0,1.0,6.0,868.600,805.600,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,221.200,411.400
1506122955.004,22-09 23:29:15,0.602,0.201,99.197,0.0,0.0,0.0,0.0,0.0,0.0,495325184.0,29257728.0,538304512.0,3080634368.0,0.0,0.0,0.0,0.0,0.0,0.0,10.200,3.400,0.0,0.400,0.0,4096.0,896.0,33424.0,4.0,2.0,1.0,6.0,861.800,870.200,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,217.400,407.0
1506122960.004,22-09 23:29:20,2.624,0.202,96.771,0.404,0.0,0.0,0.200,0.0,0.600,497623040.0,29306880.0,538341376.0,3078250496.0,0.0,0.0,0.0,0.0,0.0,36.600,144.600,3.200,0.0,5.0,0.0,45875.200,896.0,33432.0,4.0,2.0,1.0,6.0,953.600,927.400,133.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,277.400,513.800
1506122965.004,22-09 23:29:25,0.503,0.0,99.396,0.101,0.0,0.0,0.0,0.0,0.0,497545216.0,29315072.0,538345472.0,3078316032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.800,19.200,0.0,0.400,0.0,9830.400,896.0,33432.0,4.0,2.0,1.0,6.0,733.200,753.400,133.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,215.600,403.0
1506122970.004,22-09 23:29:30,0.502,0.201,99.297,0.0,0.0,0.0,0.0,0.0,0.0,497479680.0,29315072.0,538345472.0,3078381568.0,0.0,0.0,0.0,0.0,0.0,1.0,0.200,3.200,0.0,0.200,0.0,4096.0,896.0,33432.0,4.0,2.0,1.0,6.0,681.0,707.400,133.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,213.400,405.600
1506122975.004,22-09 23:29:35,0.502,0.301,99.197,0.0,0.0,0.0,0.0,0.0,0.0,497602560.0,29323264.0,538345472.0,3078250496.0,0.0,0.0,0.0,0.0,0.0,0.200,10.200,3.200,0.0,0.800,0.0,6553.600,896.0,33432.0,4.0,2.0,1.0,6.0,896.200,871.200,133.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,224.400,416.200
