Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,docker-swarm-worker-3,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-docker_netishost-bis_NET-ens3-docker-swarm-worker-3.csv --noheaders --noupdate 5,,,,Date:,22 Sep 2017 23:28:30 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1506122905,22/09/2018 23:28,4.851,1.69,92.611,0.757,0,0.091,451559.942,1683083.01,0,0,0,0,529.393,914.139
1506122910,22/09/2018 23:28,0.503,0.201,99.196,0.101,0,0,1638.4,7372.8,1216,1165.8,0,0,247.6,450.4
1506122915,22/09/2018 23:28,0.805,0.201,98.994,0,0,0,0,0,1551.6,1403.4,0,0,262.4,484
1506122920,22/09/2018 23:28,0.504,0,99.496,0,0,0,0,27033.6,885.4,869.8,0,0,226.2,413.2
1506122925,22/09/2018 23:28,0.402,0.201,99.296,0.101,0,0,0,8192,679.4,655.8,0,0,215.2,405.2
1506122930,22/09/2018 23:28,0.905,0.101,98.894,0.101,0,0,0,4915.2,383.6,449.2,0,0,230,424.6
1506122935,22/09/2018 23:28,1.206,0.201,98.492,0.101,0,0,0,9011.2,895,860,0,0,214.2,400
1506122940,22/09/2018 23:28,0.603,0.201,99.095,0.101,0,0,0,9011.2,720,771.8,0,0,218.2,409.8
1506122945,22/09/2018 23:29,0.604,0.101,99.295,0,0,0,0,6553.6,868.6,805.6,0,0,220.2,410.6
1506122950,22/09/2018 23:29,0.602,0.201,99.197,0,0,0,0,4096,861.8,870.2,0,0,218.4,407.4
1506122955,22/09/2018 23:29,2.621,0.202,96.774,0.403,0,0,0,45875.2,953.6,927.4,0,0,276.6,512.6
1506122960,22/09/2018 23:29,0.503,0.101,99.296,0.101,0,0,0,9830.4,733.2,753.4,0,0,215.8,403.4
1506122965,22/09/2018 23:29,0.503,0.201,99.296,0,0,0,0,9011.2,681,707.4,0,0,214.8,407.6
1506122970,22/09/2018 23:29,0.502,0.301,99.198,0,0,0,0,1638.4,896.2,871.2,0,0,223.4,414.6
1506122975,22/09/2018 23:29,0.503,0.101,99.296,0.101,0,0,0,8192,581.4,568.6,0,0,218.8,411.8
1506122980,22/09/2018 23:29,0.202,0,99.697,0.101,0,0,0,4096,812.4,823.6,0,0,219.8,413.2
1506122985,22/09/2018 23:29,5.734,0.503,92.254,1.509,0,0,0,150732.8,1142.6,857.2,0,0,406.2,785.8
1506122990,22/09/2018 23:29,0.403,0.201,99.396,0,0,0,0,22937.6,787.4,756,0,0,226.2,426.6
1506122995,22/09/2018 23:29,0.403,0.201,99.396,0,0,0,0,11468.8,686.6,676,0,0,228.8,427.6
1506123000,22/09/2018 23:30,0.402,0.201,99.296,0.101,0,0,0,22937.6,734.4,765.4,0,0,221,413.6
1506123005,22/09/2018 23:30,0.302,0.201,99.396,0.101,0,0,0,10649.6,724.8,693,0,0,218.8,416.8
1506123010,22/09/2018 23:30,0.505,0,99.395,0.101,0,0,0,4096,508.8,571.4,0,0,222.4,420.6
1506123015,22/09/2018 23:30,0.603,0.101,99.196,0.101,0,0,0,4915.2,588.8,656.2,0,0,216.2,415.4
1506123020,22/09/2018 23:30,1.915,0.101,97.984,0,0,0,0,4096,737,757.4,0,0,229.4,420
1506123025,22/09/2018 23:30,0.302,0.101,99.496,0.101,0,0,0,4096,927.6,978.6,0,0,224,424.4
1506123030,22/09/2018 23:30,0.604,0.201,99.195,0,0,0,0,8192,912.8,854.8,0,0,224.6,421.8
1506123035,22/09/2018 23:30,0.503,0.101,99.396,0,0,0,0,15564.8,735.4,666.8,0,0,219.8,412.2
1506123040,22/09/2018 23:30,0.502,0.301,99.096,0.1,0,0,0,6553.6,607.4,631.8,0,0,222,421.6
1506123045,22/09/2018 23:30,0.806,0.101,99.094,0,0,0,0,4915.2,853.6,912.4,0,0,226.2,423.4
1506123050,22/09/2018 23:30,1.307,0.201,98.492,0,0,0,0,0,752.6,727.6,0,0,238.8,442.8
1506123055,22/09/2018 23:30,0.403,0.101,99.496,0,0,0,0,4096,877.6,895.2,0,0,228.4,428
1506123060,22/09/2018 23:31,0.402,0.201,99.397,0,0,0,0,8192,809.8,850.6,0,0,222.8,422
1506123065,22/09/2018 23:31,0.402,0.201,99.297,0.1,0,0,0,4915.2,873.8,831.2,0,0,227.4,425.2
1506123070,22/09/2018 23:31,0.603,0.101,99.296,0,0,0,0,10649.6,866.8,905,0,0,230.2,425.4
1506123075,22/09/2018 23:31,0.201,0.201,99.497,0.101,0,0,0,4915.2,604.4,612.8,0,0,218.2,419.6
1506123080,22/09/2018 23:31,0.302,0.101,99.597,0,0,0,0,4096,759.6,723.6,0,0,223,422
1506123085,22/09/2018 23:31,0.503,0.101,99.296,0.101,0,0,0,4096,895.4,854.6,0,0,225.4,422.6
1506123090,22/09/2018 23:31,10.526,1.012,88.462,0,0,0,0,7372.8,73464.2,53107.4,0,0,728.8,1522.4
1506123095,22/09/2018 23:31,85.095,12.013,0.334,0,0,2.558,0,540672,1421105,1015873.4,0,0,4564.6,8986.6
1506123100,22/09/2018 23:31,55.04,17.554,24.349,0.113,0,2.945,0,4915.2,2010359.4,1441370.8,0,0,7566.2,14673.4
1506123105,22/09/2018 23:31,73.055,20.093,1.394,0,0,5.459,0,6399590.4,2233695.8,1598581.4,0,0,7399,14082
1506123110,22/09/2018 23:31,44.431,19.613,32.203,0.484,0,3.269,0,3207987.2,2564633.8,1835500.2,0,0,9275.6,19050.4
1506123115,22/09/2018 23:31,53.537,24.756,15.488,2.317,0,3.902,0,7958528,3104210,2219338.8,0,0,10304.2,20240
1506123120,22/09/2018 23:32,37.315,24.877,34.36,0,0,3.448,0,22118.4,3001681.6,2155223.4,0,0,10675.4,22272.6
1506123125,22/09/2018 23:32,64.789,23.474,4.695,1.056,0,5.986,819.2,8990720,2703109.2,1932045.6,0,0,8134.8,16983
1506123130,22/09/2018 23:32,63.464,26.216,4.389,0.474,0,5.457,0,3235840,2841242.4,2028705.4,0,0,8195.6,17749.4
1506123135,22/09/2018 23:32,45.962,25.416,20.071,2.969,0,5.582,819.2,20710195.2,2849510.4,2032182,0,0,9761.6,19627
1506123140,22/09/2018 23:32,37.713,24.696,33.82,0,0,3.771,0,31948.8,2983757.2,2137325.8,0,0,10485.4,22263
1506123145,22/09/2018 23:32,33.374,23.337,37.969,1.209,0,4.111,0,8734310.4,2905499.8,2082740,0,0,10701.6,21553.6
1506123150,22/09/2018 23:32,58.393,25.54,8.753,1.679,0,5.635,0,2979430.4,3052972.6,2184496,0,0,8897,19369
1506123155,22/09/2018 23:32,64.423,24.519,2.524,1.923,0,6.611,0,9297920,3116108.8,2227849,0,0,9805.6,18994.8
1506123160,22/09/2018 23:32,61.229,24.823,6.147,1.655,0,6.147,0,15617228.8,2781129.4,1987772.8,0,0,7928.8,17622.6
1506123165,22/09/2018 23:32,55.213,24.645,14.336,1.422,0,4.384,0,7092633.6,2864271.2,2048602,0,0,9706,18974.4
1506123170,22/09/2018 23:32,62.352,22.922,7.482,1.663,0,5.582,819.2,9934438.4,2870635.2,2052287.6,0,0,8269.2,18316.8
1506123175,22/09/2018 23:32,40.557,26.513,26.513,1.211,0,5.206,819.2,9153740.8,3149195.2,2247774,0,0,11148,22053.8
1506123180,22/09/2018 23:33,46.601,24.227,22.991,1.36,0,4.821,0,3379200,3129139.6,2237395.4,0,0,10415.2,22498
1506123185,22/09/2018 23:33,59.859,25.235,8.92,0.352,0,5.634,0,8651571.2,2755569.8,1965490.6,0,0,9692.8,18091.2
1506123190,22/09/2018 23:33,53.782,25.45,10.684,3.481,0,6.603,819.2,16084992,3238247,2310076.6,0,0,9550.6,21201.6
1506123195,22/09/2018 23:33,46.618,24.758,22.826,1.57,0,4.227,0,9422438.4,3103185.8,2222279.6,0,0,11722.4,22443
1506123200,22/09/2018 23:33,50.242,25.604,17.995,0.121,0,6.039,0,2569011.2,3105763.6,2222035.6,0,0,9761,21045.4
1506123205,22/09/2018 23:33,54.009,26.297,12.382,1.415,0,5.896,819.2,9043148.8,2907362.2,2081015.4,0,0,9861.8,19107.2
1506123210,22/09/2018 23:33,58.294,25.935,7.71,1.869,0,6.192,0,14660403.2,2810358.8,2007320.2,0,0,8299.6,18218.4
1506123215,22/09/2018 23:33,59.42,27.899,6.039,0.483,0,6.159,0,3108864,3155775,2253985,0,0,9709.2,20695
1506123220,22/09/2018 23:33,58.617,28.519,7.403,0.243,0,5.218,0,6085836.8,3177846.4,2267189.8,0,0,9956.4,19814
1506123225,22/09/2018 23:33,65.228,26.978,1.079,0.6,0,6.115,0,4984012.8,3076870,2199641.2,0,0,8585.4,18895.2
1506123230,22/09/2018 23:33,68.095,25.952,0.595,0,0,5.357,0,7734067.2,2890226.2,2067288.8,0,0,8129.2,17587.2
1506123235,22/09/2018 23:33,64.593,27.632,0.598,0.239,0,6.938,0,4082892.8,3090377.2,2213775.8,0,0,8392.4,18680.6
1506123240,22/09/2018 23:34,66.065,27.316,0.602,0.12,0,5.897,819.2,7380992,3067124.2,2196695.2,0,0,9542.2,18138
1506123245,22/09/2018 23:34,63.309,23.381,6.355,0.959,0,5.995,2457.6,45802291.2,2685566,1919836.8,0,0,7810.2,16883.8
1506123250,22/09/2018 23:34,59.812,25.969,8.226,0.47,0,5.523,0,7880704,2801923.4,1999492.6,0,0,9347,18597
1506123255,22/09/2018 23:34,67.497,26.216,0.83,0.474,0,4.982,819.2,16265216,2735442,1955903.6,0,0,7767.8,16982.6
1506123260,22/09/2018 23:34,59.002,26.399,8.273,1.095,0,5.231,0,12771328,3118168,2227923.8,0,0,9741,19766.8
1506123265,22/09/2018 23:34,46.2,27.021,19.542,2.413,0,4.825,819.2,15318220.8,3168495.6,2257477,0,0,10115.6,22671.8
1506123270,22/09/2018 23:34,48.18,24.393,19.782,2.549,0,5.097,0,9578086.4,3094725.2,2213072.2,0,0,9878,20826.6
1506123275,22/09/2018 23:34,51.748,23.66,16.667,2.448,0,5.478,819.2,12473139.2,2820521.4,2015421.6,0,0,9017.6,19432.2
1506123280,22/09/2018 23:34,36.386,22.048,36.145,1.325,0,4.096,0,8897331.2,2866906,2053815.8,0,0,10914.8,21424.4
1506123285,22/09/2018 23:34,32.321,25.516,37.546,0.122,0,4.496,0,17203.2,3183266.6,2277819.4,0,0,11375.4,23046.8
1506123290,22/09/2018 23:34,68.047,23.314,1.42,0.592,0,6.627,0,9465856,2752900,1971040,0,0,7928.4,16911.6
1506123295,22/09/2018 23:34,60.859,24.702,7.995,0.239,0,6.205,0,1561395.2,3020895.6,2151513.6,0,0,8633,18752.4
1506123300,22/09/2018 23:35,57.683,26.005,7.683,3.783,0,4.846,819.2,27202355.2,2794740.4,1995002.8,0,0,9361.2,17705.2
1506123305,22/09/2018 23:35,39.082,25.31,29.653,1.985,0,3.97,0,3221913.6,3123912.2,2234739.8,0,0,10908.4,23143.8
1506123310,22/09/2018 23:35,41.371,24.725,26.193,3.305,0,4.406,0,9043968,3051150,2180245,0,0,9816.2,20778.2
1506123315,22/09/2018 23:35,62.098,24.911,6.913,0,0,6.079,0,38502.4,3112042.8,2225322.2,0,0,8823.2,19196
1506123320,22/09/2018 23:35,43.473,23.399,21.675,6.281,0,5.172,819.2,20488192,2989497.8,2141786.8,0,0,10404,21438.4
1506123325,22/09/2018 23:35,40.145,22.975,32.527,0.605,0,3.748,0,3026944,3001196.2,2151772.6,0,0,10095.8,21381
1506123330,22/09/2018 23:35,37.985,25,31.189,1.82,0,4.005,0,9081651.2,3025457.2,2168421.6,0,0,11708.4,22646.2
1506123335,22/09/2018 23:35,55.09,23.593,15.21,1.078,0,5.03,819.2,2587852.8,2898953.4,2076675.4,0,0,9129.6,19589.4
1506123340,22/09/2018 23:35,56.386,27.47,7.349,2.53,0,6.265,0,20726579.2,2841124.6,2026334.4,0,0,9937.8,19234.6
1506123345,22/09/2018 23:35,58.412,25.948,9.953,0,0,5.687,0,36864,2946454.2,2097521.2,0,0,8819.4,19205.6
1506123350,22/09/2018 23:35,58.333,25.469,10.563,0.469,0,5.164,819.2,9085747.2,2725708.4,1944708,0,0,9101.2,17349.2
1506123355,22/09/2018 23:35,61.585,28.331,4.202,0,0,5.882,0,3332505.6,3136196.6,2235558.8,0,0,8714.6,19257.4
1506123360,22/09/2018 23:36,62.053,26.969,5.251,0.119,0,5.609,0,9052160,2986010.2,2126710.4,0,0,9044.8,18715.6
1506123365,22/09/2018 23:36,65.588,26.978,0.48,0,0,6.954,0,3109683.2,3072549.8,2196760,0,0,8446,18685.6
1506123370,22/09/2018 23:36,61.985,26.998,2.058,3.511,0,5.448,1638.4,58749747.2,2609283.8,1867830,0,0,8794.8,16287.6
1506123375,22/09/2018 23:36,43.273,27.515,23.152,1.455,0,4.606,819.2,9033318.4,3032959.6,2172187.4,0,0,9894.4,21303.4
1506123380,22/09/2018 23:36,51.834,23.787,18.343,0.473,0,5.562,0,8758067.2,2927513.4,2096193.6,0,0,10642.4,19835.8
1506123385,22/09/2018 23:36,39.307,23.297,31.302,0.956,0,5.137,0,3493068.8,3024465.6,2164240.2,0,0,10342,21634.6
1506123390,22/09/2018 23:36,65.431,25.12,2.751,0.12,0,6.579,0,8069939.2,3010717.2,2151996.8,0,0,9677.8,18273.2
1506123395,22/09/2018 23:36,42.925,21.816,28.42,3.42,0,3.42,819.2,14983987.2,2671695.4,1913066.8,0,0,9189.4,19047
1506123400,22/09/2018 23:36,37.828,26.372,29.236,0.955,0,5.609,0,8685158.4,3151566.6,2254657,0,0,11840.8,22357.8
1506123405,22/09/2018 23:36,44.183,26.485,23.144,1.361,0,4.827,0,2958950.4,3235590.4,2312790.8,0,0,10679.6,23073
1506123410,22/09/2018 23:36,59.379,27.957,6.691,0.119,0,5.854,0,2445312,3239678.6,2303725.4,0,0,10109.4,19756.6
1506123415,22/09/2018 23:36,37.561,23.171,33.171,1.585,0,4.512,0,17267916.8,3001553.8,2147854.8,0,0,10937.8,21815.6
1506123420,22/09/2018 23:37,35.222,25,35.222,0.739,0,3.818,0,2980249.6,2958646.6,2121670.8,0,0,10334,22179.6
1506123425,22/09/2018 23:37,52.745,25.776,14.797,1.313,0,5.37,819.2,9015296,3008947.6,2149185,0,0,9961.6,19885
1506123430,22/09/2018 23:37,43.249,12.843,36.992,4.61,0,2.305,0,25841664,1131191.4,807507.2,0,0,4048,8463
1506123435,22/09/2018 23:37,29.104,2.316,68.278,0.201,0,0.101,0,304742.4,497,573.8,0,0,598.2,763
1506123440,22/09/2018 23:37,50.275,12.871,34.653,0,0,2.2,0,48332.8,1486176.8,1057707.8,0,0,4301,8898.4
1506123445,22/09/2018 23:37,61.74,25.387,5.959,1.43,0,5.483,0,4946329.6,3246379.6,2298904.8,0,0,8347,17555.2
1506123450,22/09/2018 23:37,63.459,29.111,0.974,0,0,6.456,0,2317516.8,3973165.2,2818858.8,0,0,8323,19268.8
1506123455,22/09/2018 23:37,61.399,29.071,2.292,0.965,0,6.273,0,11297587.2,3834312,2712513.4,0,0,10094.4,18761.2
1506123460,22/09/2018 23:37,65.043,27.284,0.609,0,0,7.065,0,7076249.6,3834343.4,2714832.2,0,0,9089.4,18579.6
1506123465,22/09/2018 23:37,66.098,27.317,0.976,0.244,0,5.366,0,51772620.8,3407420.2,2422302.6,0,0,8186.8,16525.4
1506123470,22/09/2018 23:37,67.148,26.715,0.481,0.12,0,5.535,0,1772748.8,3678829.6,2620615.8,0,0,7886,17921.2
1506123475,22/09/2018 23:37,65.455,27.394,0.242,0.121,0,6.788,0,12442828.8,3799073,2688760.8,0,0,9005.4,18243.8
1506123480,22/09/2018 23:38,64.826,27.611,0.84,1.441,0,5.282,0,17158963.2,3637183.2,2581853.8,0,0,7937.6,18438.4
1506123485,22/09/2018 23:38,65.375,26.998,0.605,0.363,0,6.659,0,8024064,3960817,2815720.2,0,0,9439.6,19020
1506123490,22/09/2018 23:38,65.865,27.524,0.601,0.12,0,5.889,0,4345856,3630979,2595449,0,0,8421,17930.8
1506123495,22/09/2018 23:38,61.118,28.433,2.187,1.458,0,6.804,51609.6,26523238.4,3665492.4,2608829.4,0,0,8932,18358
1506123500,22/09/2018 23:38,63.064,24.466,5.819,0.831,0,5.819,0,5120819.2,3464511.2,2455857.4,0,0,7858.4,17904.8
1506123505,22/09/2018 23:38,61.538,29.426,1.709,0.488,0,6.838,819.2,27395686.4,3562023.4,2518616.8,0,0,9467.4,17349
1506123510,22/09/2018 23:38,67.956,24.305,0.726,0.242,0,6.771,0,3348889.6,3733454.2,2653664.4,0,0,7855.6,18084.8
1506123515,22/09/2018 23:38,65.212,27.152,0.242,0.242,0,7.152,0,9415884.8,3653307.6,2615463.6,0,0,9547.4,17938.4
1506123520,22/09/2018 23:38,62.546,28.764,1.224,0.857,0,6.61,0,10149888,3843747.6,2737601.8,0,0,8449.8,19419.4
1506123525,22/09/2018 23:38,62.5,29.044,1.103,1.348,0,6.005,819.2,21643264,3754730.4,2665213.4,0,0,9361,18763.6
1506123530,22/09/2018 23:38,63.385,27.011,1.08,3.241,0,5.282,0,4628480,3543686.2,2519383.2,0,0,7645.8,17629.2
1506123535,22/09/2018 23:38,66.108,26.946,0.838,0.24,0,5.868,0,11433574.4,3620761,2585429,0,0,9701.4,17962.4
1506123540,22/09/2018 23:39,57.212,28.606,4.848,2.545,0,6.788,0,20667596.8,3819455.2,2705948,0,0,8393.2,19196.8
1506123545,22/09/2018 23:39,66.747,25.393,0.484,0.121,0,7.255,0,7782400,3786128.6,2687893.2,0,0,9435.4,18257.4
1506123550,22/09/2018 23:39,64.72,28.102,0.365,0.243,0,6.569,0,8776089.6,3791953.6,2694458.2,0,0,8343.4,18240.8
1506123555,22/09/2018 23:39,66.265,26.627,0.723,0.361,0,6.024,0,5482905.6,3729534.4,2653714.2,0,0,8029.6,18309
1506123560,22/09/2018 23:39,66.304,27.053,0.483,0.121,0,6.039,819.2,9746022.4,3645157,2595664,0,0,8897.8,17770
1506123565,22/09/2018 23:39,66.267,27.611,0.48,0,0,5.642,0,2482995.2,3611595.4,2566479.4,0,0,7744.4,17680.4
1506123570,22/09/2018 23:39,64.885,27.339,1.337,1.337,0,5.103,819.2,25690931.2,3619746,2575089.4,0,0,9475.8,18534.4
1506123575,22/09/2018 23:39,66.262,27.67,0.85,0.121,0,5.097,819.2,24214732.8,3676743.2,2611606.6,0,0,7797,17758.8
1506123580,22/09/2018 23:39,67.227,27.131,0.48,0.12,0,5.042,0,10108928,3710128.6,2649387.2,0,0,9538.6,18121.6
1506123585,22/09/2018 23:39,70.203,24.434,0.715,0,0,4.648,0,5289574.4,3436889.8,2451919,0,0,7607.8,17277.6
1506123590,22/09/2018 23:39,64.878,28.049,0.244,0.61,0,6.22,1638.4,10792960,3851090,2755394.6,0,0,10205.4,19303.8
1506123595,22/09/2018 23:39,69.654,24.851,0.478,0.119,0,4.898,0,31948.8,3628851.8,2588300.2,0,0,7761.8,18166.2
1506123600,22/09/2018 23:40,63.892,28.886,0.734,0.122,0,6.365,819.2,32345292.8,3662391,2609562.2,0,0,9792.6,18178.2
1506123605,22/09/2018 23:40,62.546,27.54,1.102,0.979,0,7.834,5734.4,25937510.4,3700139.6,2633559.2,0,0,8084.6,18514.8
1506123610,22/09/2018 23:40,68.78,24.522,0.957,0.239,0,5.502,0,12367462.4,3484212.6,2464015.4,0,0,9557.8,17586.8
1506123615,22/09/2018 23:40,65.61,27.683,0.366,0,0,6.341,819.2,2740224,3893137.4,2794234.4,0,0,8669,19647.6
1506123620,22/09/2018 23:40,60.513,28.973,4.523,0.244,0,5.746,0,16574873.6,3666704.6,2607290.6,0,0,9213,18973.2
1506123625,22/09/2018 23:40,61.104,29.448,1.84,0.613,0,6.994,1473740.8,3220275.2,3936260.4,2798399.6,0,0,8473.6,19552.6
1506123630,22/09/2018 23:40,67.6,25.579,0.853,0.122,0,5.847,2488729.6,13088358.4,3493545.2,2472040.2,0,0,9472.8,17443.8
1506123635,22/09/2018 23:40,57.263,26.411,7.683,2.401,0,6.242,5408358.4,23338188.8,3330956.4,2351718.4,0,0,7414.8,16886.8
1506123640,22/09/2018 23:40,64.163,28.079,0.616,0.123,0,7.02,1631846.4,10984652.8,3973318.6,2854929,0,0,10403.4,19890.8
1506123645,22/09/2018 23:40,65.981,25.787,0.847,0,0,7.385,2004582.4,19660.8,3841743.8,2724869.4,0,0,8228.4,19268
1506123650,22/09/2018 23:40,67.235,26.309,0.365,0.244,0,5.847,2317516.8,13768294.4,3563434.2,2523104.8,0,0,9248.8,17813
1506123655,22/09/2018 23:40,64.461,27.574,0.858,0.49,0,6.618,1851392,22591078.4,3614440.2,2552260.6,0,0,7830.8,18323.2
1506123660,22/09/2018 23:41,66.015,27.262,0.489,0.122,0,6.112,2364211.2,10248192,3567968.6,2551173.6,0,0,9451.2,17743.4
1506123665,22/09/2018 23:41,64.994,26.683,0.612,0.245,0,7.466,1758003.2,4486758.4,3832082.6,2722621.8,0,0,8221.8,19118.2
1506123670,22/09/2018 23:41,62.731,27.183,0.738,2.952,0,6.396,3368550.4,28694118.4,3454722,2461329.2,0,0,9242.2,17680.4
1506123675,22/09/2018 23:41,66.993,27.384,0.611,0.122,0,4.89,2485452.8,4462182.4,3714095.6,2659591.8,0,0,8296,18569.6
1506123680,22/09/2018 23:41,66.748,26.214,0.85,0.485,0,5.704,3149004.8,3981312,3538529.8,2519802.6,0,0,7701.6,17666.8
1506123685,22/09/2018 23:41,67.235,25.091,0.487,0.122,0,7.065,1989836.8,26813235.2,3375629.6,2402206.6,0,0,9204.2,16781.2
1506123690,22/09/2018 23:41,66.463,26.829,0.488,0.122,0,6.098,2172518.4,9423257.6,3667535,2627707.6,0,0,8061.6,18539.4
1506123695,22/09/2018 23:41,66.871,26.258,0.491,0.123,0,6.258,3624960,2193817.6,3744834.6,2668015.4,0,0,8718.6,18725
1506123700,22/09/2018 23:41,58.238,16.133,21.625,1.144,0,2.86,6408601.6,4673536,1835129.6,1298751.4,0,0,4609.2,9819.8
1506123705,22/09/2018 23:41,29.487,4.487,63.675,2.137,0,0.214,7919206.4,33642905.6,546,583,0,0,2029,887.4
1506123710,22/09/2018 23:41,44.758,13.529,38.444,0.338,0,2.931,8332083.2,19660.8,1624671.2,1159663.6,0,0,4188.8,8580.6
1506123715,22/09/2018 23:41,64.706,25.613,1.103,1.348,0,7.23,3592192,29618995.2,3773735.6,2682398.2,0,0,7922.4,17110
1506123720,22/09/2018 23:42,65.806,26.322,0.615,0.615,0,6.642,6759219.2,4193484.8,4133587.8,2880446.4,0,0,7587.8,17864.8
1506123725,22/09/2018 23:42,65.521,27.239,0.736,0.245,0,6.258,6591283.2,12695142.4,4012834,2794236.8,0,0,9457.2,17545.4
1506123730,22/09/2018 23:42,65.239,26.561,0.979,0.122,0,7.099,3194880,4511334.4,4174993.8,2912112.6,0,0,7828.6,18787.8
1506123735,22/09/2018 23:42,61.952,28.411,0.751,1.126,0,7.76,7716044.8,34348236.8,4033160,2810753.2,0,0,9565.6,17387.6
1506123740,22/09/2018 23:42,62.672,29.463,0.999,0.125,0,6.742,9834496,4408934.4,4274421.2,3011176,0,0,7920.8,18506.8
1506123745,22/09/2018 23:42,65.963,25.59,0.994,0.373,0,7.081,6149734.4,25849856,3681787.2,2602735.6,0,0,9321.4,16710.4
1506123750,22/09/2018 23:42,66.298,27.306,0.492,0.123,0,5.781,5866291.2,3602841.6,4069592.6,2891210,0,0,7511.4,17896.8
1506123755,22/09/2018 23:42,67.778,25.062,1.111,0.37,0,5.679,9981132.8,11694080,3867592,2724807.8,0,0,9013.6,16573.6
1506123760,22/09/2018 23:42,66.173,27.284,0.617,0.123,0,5.802,7970816,4142694.4,3873120.4,2756845.4,0,0,7422.4,17260.2
1506123765,22/09/2018 23:42,68.232,25.711,0.494,0.371,0,5.192,5346099.2,29781196.8,3817362.2,2703779,0,0,9192.4,16507
1506123770,22/09/2018 23:42,66.167,26.467,0.749,0.375,0,6.242,8865382.4,6302105.6,3990352.2,2835484.8,0,0,7532,17584.6
1506123775,22/09/2018 23:42,61.681,29.048,0.865,2.596,0,5.81,9283993.6,29676339.2,3737620,2637097.6,0,0,8175.6,16268.8
1506123780,22/09/2018 23:43,65.764,25.616,0.493,2.709,0,5.419,5162598.4,2864742.4,3911961.6,2773859.2,0,0,7626,17375.8
1506123785,22/09/2018 23:43,65.806,27.183,0.492,0.246,0,6.273,4993843.2,10808524.8,4088547.8,2864006.8,0,0,9333.4,17994.2
