Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,kubeadm-master,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-kubeadm-ServiceIP_NET-ens3-kubeadm-master.csv --noheaders --noupdate 5,,,,Date:,26 Sep 2017 20:29:49 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1506457798,26/09/2018 20:29,5.229,3.415,90.288,0.961,0,0.107,0,96665.6,2610.2,9119.8,0,0,3028,7042.8
1506457803,26/09/2018 20:30,5.638,3.936,89.574,0.851,0,0,0,83558.4,1108.2,3186.8,0,0,3032.2,7140.6
1506457808,26/09/2018 20:30,3.83,4.787,90.426,0.851,0,0.106,0,101580.8,1733.2,7580.8,0,0,3016.4,7060.4
1506457813,26/09/2018 20:30,6.455,4.021,88.571,0.847,0,0.106,0,79462.4,13980.4,17779.6,0,0,3109.2,7289.2
1506457818,26/09/2018 20:30,6.893,4.136,87.699,0.954,0,0.318,0,108134.4,26491.4,32602.6,0,0,3118.4,7343.4
1506457823,26/09/2018 20:30,5.82,4.127,89.206,0.741,0,0.106,0,67993.6,1215.4,4459.4,0,0,2923,6946.8
1506457828,26/09/2018 20:30,5.128,4.06,89.744,0.962,0,0.107,0,108134.4,2155.4,7663.8,0,0,3136.4,7294
1506457833,26/09/2018 20:30,5.18,4.44,89.429,0.846,0,0.106,0,76185.6,1100.2,3849.6,0,0,3020.8,7078.8
1506457838,26/09/2018 20:30,4.958,5.169,88.713,1.16,0,0,0,97484.8,1877.8,8957.8,0,0,3069.8,7166.4
1506457843,26/09/2018 20:30,6.064,5.532,87.234,0.957,0,0.213,0,82739.2,1678.2,4076.8,0,0,3261.2,7624.6
1506457848,26/09/2018 20:30,6.772,3.915,88.254,0.847,0,0.212,0,90931.2,1972.2,8898.6,0,0,2966.8,6910.4
1506457853,26/09/2018 20:30,6.342,3.488,89.641,0.529,0,0,0,80281.6,1251.4,3242.6,0,0,2849.6,6805
1506457858,26/09/2018 20:30,4.767,4.131,89.831,1.271,0,0,0,102400,2453.8,8705.4,0,0,3097.4,7252.6
1506457863,26/09/2018 20:31,5.207,3.719,90.223,0.744,0,0.106,0,70451.2,964.6,3050.8,0,0,2988.8,7073
1506457868,26/09/2018 20:31,5.426,5,88.83,0.638,0,0.106,0,70451.2,1860.4,8620.4,0,0,3176.4,7325.2
1506457873,26/09/2018 20:31,7.361,4.311,87.382,0.841,0,0.105,0,74547.2,1511.2,3802.2,0,0,3129.2,7304.8
1506457878,26/09/2018 20:31,4.792,3.94,90.309,0.852,0,0.106,0,89292.8,2444.2,7462.6,0,0,3134.6,7314.8
1506457883,26/09/2018 20:31,5.826,3.708,89.301,0.847,0,0.318,0,74547.2,1255.4,4779.8,0,0,2952,6964.2
1506457888,26/09/2018 20:31,5.139,3.961,90.15,0.749,0,0,0,81100.8,14303.6,19653.6,0,0,3124.2,7271.2
1506457893,26/09/2018 20:31,6.19,3.522,89.541,0.64,0,0.107,0,61440,1942,4863.2,0,0,2996.8,7060.2
1506457898,26/09/2018 20:31,9.926,5.913,82.893,1.162,0,0.106,0,169574.4,3788.6,16714.8,0,0,3648.8,8290.8
1506457903,26/09/2018 20:31,13.996,7.906,76.709,1.282,0,0.107,0,175308.8,5219.8,25600,0,0,4005.8,9066.8
1506457908,26/09/2018 20:31,5.579,3.326,89.7,1.288,0,0.107,0,117964.8,4697.2,28351.8,0,0,3175.2,7489.4
1506457913,26/09/2018 20:31,6.455,4.233,88.254,0.847,0,0.212,0,122880,1573.4,6136.4,0,0,3015.6,7027.4
1506457918,26/09/2018 20:31,9.509,4.487,84.402,1.389,0,0.214,0,151552,5124.6,25999,0,0,3585,8233
1506457923,26/09/2018 20:32,14.775,6.852,75.91,2.355,0,0.107,0,267878.4,6563.6,36593,0,0,4115,9334
