Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,kubeadm-worker-2,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-kubeadm-ServiceIP_NET-ens3-kubeadm-worker-2.csv --noheaders --noupdate 5,,,,Date:,26 Sep 2017 20:31:02 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1506457865,26/09/2018 20:31,17.661,6.79,68.566,0.898,0,6.085,457713.567,2956665.319,0,0,0,0,3162.08,7184.319
1506457870,26/09/2018 20:31,3.535,3.838,92.323,0.202,0,0.101,4915.2,44236.8,2871.6,2512.6,0,0,1003,1999
1506457875,26/09/2018 20:31,2.216,1.611,96.073,0.101,0,0,0,18022.4,3666.2,1434.2,0,0,797.4,1629.4
1506457880,26/09/2018 20:31,4.247,4.449,91.203,0,0,0.101,0,4096,2844.6,3134.2,0,0,1077.4,2037.4
1506457885,26/09/2018 20:31,2.909,1.906,95.085,0.1,0,0,0,5734.4,3600.8,1209.4,0,0,884.4,1795.4
1506457890,26/09/2018 20:31,4.605,2.202,93.193,0,0,0,0,3276.8,2274,1966.6,0,0,791.8,1600.8
1506457895,26/09/2018 20:31,2.503,1.602,95.796,0.1,0,0,0,9011.2,4013,1605.4,0,0,779.6,1596
1506457900,26/09/2018 20:31,4.505,1.802,93.393,0.2,0,0.1,0,42598.4,2590.6,2162.6,0,0,844.8,1704
1506457905,26/09/2018 20:31,3.8,3.6,92.5,0.1,0,0,0,6553.6,8702.4,2608.6,0,0,1076.4,2291
1506457910,26/09/2018 20:31,4.559,4.357,89.463,1.52,0,0.101,36864,147456,12223.6,3978,0,0,1669.4,3475.2
1506457915,26/09/2018 20:31,3.792,3.792,92.315,0.1,0,0,0,25395.2,3230.8,1454.8,0,0,656.4,1319.6
1506457920,26/09/2018 20:31,3,2,94.9,0.1,0,0,0,40140.8,3584,1416,0,0,613.4,1263.6
1506457925,26/09/2018 20:32,5.285,4.573,87.805,2.134,0,0.203,819.2,311296,9675,2021.6,0,0,2060.4,4036.2
1506457930,26/09/2018 20:32,6.307,8.138,85.148,0.305,0,0.102,13107.2,269516.8,7836.6,2424,0,0,1486.2,2985
1506457935,26/09/2018 20:32,73.279,4.522,19.116,2.878,0,0.206,819.2,506265.6,3155.6,1196.6,0,0,1814.2,3816.8
1506457940,26/09/2018 20:32,23.601,3.255,72.737,0.203,0,0.203,0,17203.2,5660,4689.8,0,0,1051.6,2059.4
1506457945,26/09/2018 20:32,4.15,1.721,93.826,0.202,0,0.101,0,51609.6,3279.2,1647.6,0,0,851.6,1740.6
1506457950,26/09/2018 20:32,3.219,2.012,94.769,0,0,0,0,12288,2622.6,2118.6,0,0,798.4,1653.6
1506457955,26/09/2018 20:32,2.923,1.008,95.867,0.101,0,0.101,0,5734.4,3793.2,1801.2,0,0,745.6,1532.4
1506457960,26/09/2018 20:32,3.539,2.224,94.237,0,0,0,0,12288,2947.2,2411.4,0,0,940.4,1889.4
1506457965,26/09/2018 20:32,4.1,1.8,93.4,0.5,0,0.2,0,153190.4,4214.2,1759.2,0,0,810.4,1601.2
1506457970,26/09/2018 20:32,4.133,1.21,94.657,0,0,0,0,32768,3836.8,3472,0,0,828.2,1684
1506457975,26/09/2018 20:32,3.403,1.401,95.095,0.1,0,0,0,11468.8,3925.8,1561.6,0,0,727.2,1479.4
1506457980,26/09/2018 20:32,3.03,1.212,95.556,0.101,0,0.101,0,4096,2775.4,2204.2,0,0,776.4,1590.2
