Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,kubeadm-worker-3,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-kubeadm-NodePort_NET-ens3-kubeadm-worker-3.csv --noheaders --noupdate 5,,,,Date:,27 Sep 2017 11:20:07 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1506511206,27/09/2018 11:20,3.025,1.518,95.199,0.22,0,0.038,138912.742,23138.13,0,0,0,0,849.566,1735.884
1506511211,27/09/2018 11:20,1.929,2.335,95.533,0.203,0,0,1638.4,13107.2,27410,26487,0,0,883.6,1769.8
1506511216,27/09/2018 11:20,3.043,1.116,95.842,0,0,0,0,0,3220.6,1604,0,0,814,1668.2
1506511221,27/09/2018 11:20,1.722,0.811,97.467,0,0,0,0,4915.2,1946.6,1483.6,0,0,674.6,1420.6
1506511226,27/09/2018 11:20,2.645,0.712,96.541,0.102,0,0,0,3276.8,3621,1590,0,0,746.8,1542.4
1506511231,27/09/2018 11:20,2.126,0.81,96.761,0.202,0,0.101,0,8192,1671.8,1287.2,0,0,722.2,1533.4
1506511236,27/09/2018 11:20,2.64,1.523,95.736,0.102,0,0,0,6553.6,3323.2,1549.6,0,0,837.2,1740.2
1506511241,27/09/2018 11:20,1.626,0.61,97.663,0.102,0,0,0,20480,2465.4,2409.8,0,0,663,1368.8
1506511246,27/09/2018 11:20,2.439,1.016,96.443,0.102,0,0,0,8192,3216.2,1436.2,0,0,713.8,1468.4
1506511251,27/09/2018 11:20,1.523,0.711,97.766,0,0,0,0,4096,1789.2,1367,0,0,694.4,1486
1506511256,27/09/2018 11:20,2.446,1.223,96.228,0.102,0,0,0,3276.8,3235.8,1422,0,0,784.2,1636
1506511261,27/09/2018 11:21,3.245,1.116,95.538,0.101,0,0,0,9830.4,2171.6,1297.2,0,0,738.4,1553.4
