Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,docker-swarm-master,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-nodeport-bis_NET-ens3-docker-swarm-master.csv --noheaders --noupdate 5,,,,Date:,03 Oct 2017 19:27:51 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1507058870,3/10/2018 19:27,7.287,5.506,85.581,1.485,0,0.141,415360.607,179824.39,0,0,0,0,3169.867,7354.937
1507058875,3/10/2018 19:27,4.271,4.375,88.854,2.396,0,0.104,1638.4,55705.6,749.2,3890.2,0,0,2924.6,6874.6
1507058880,3/10/2018 19:28,4.683,4.162,88.241,2.81,0,0.104,0,85196.8,1847.4,5157,0,0,3048,7140.4
1507058885,3/10/2018 19:28,4.787,4.579,87.929,2.706,0,0,0,67993.6,1014.8,4404.2,0,0,2898.6,6893.8
1507058890,3/10/2018 19:28,5.405,4.886,86.486,3.015,0,0.208,0,85196.8,2866.2,6425.8,0,0,3114.6,7267.6
1507058895,3/10/2018 19:28,6.144,4.343,86.864,2.648,0,0,0,90112,2195.2,12398.6,0,0,3216,7498
1507058900,3/10/2018 19:28,3.874,6.178,87.33,2.513,0,0.105,0,80281.6,2361,5945.8,0,0,3167.2,7324.6
1507058905,3/10/2018 19:28,4.271,4.583,85.625,5.417,0,0.104,0,56524.8,693.2,3898.4,0,0,2898.6,6893.4
1507058910,3/10/2018 19:28,6.243,4.162,86.472,2.914,0,0.208,0,91750.4,1858.2,5157,0,0,3061.4,7133.8
1507058915,3/10/2018 19:28,4.062,4.792,88.229,2.708,0,0.208,0,70451.2,681.2,3890,0,0,3049.8,7200.6
1507058920,3/10/2018 19:28,5.987,4.727,86.87,2.311,0,0.105,0,78643.2,2851.8,6031.6,0,0,3205.6,7391
1507058925,3/10/2018 19:28,4.149,5.187,88.382,2.178,0,0.104,0,62259.2,871.2,4528.2,0,0,2881.8,6808.6
1507058930,3/10/2018 19:28,5.771,4.302,83.841,6.086,0,0,0,72089.6,2293.2,5698.4,0,0,2984.2,7011.8
1507058935,3/10/2018 19:28,4.87,5.078,87.772,2.28,0,0,0,60620.8,812.6,5096.8,0,0,2944.2,6938.4
1507058940,3/10/2018 19:29,3.762,4.493,89.342,2.299,0,0.104,0,60620.8,1743.2,4049.4,0,0,2915,6923.8
1507058945,3/10/2018 19:29,5.556,4.717,76.939,12.683,0,0.105,0,70451.2,1147.4,5803.2,0,0,2972.2,7068
1507058950,3/10/2018 19:29,5.126,5.649,85.669,3.452,0,0.105,0,68812.8,2454,5258,0,0,3155.8,7431
1507058955,3/10/2018 19:29,6.825,5.895,85.005,2.172,0,0.103,0,73728,1167.2,5465.6,0,0,3104.8,7302
1507058960,3/10/2018 19:29,5.434,6.688,85.58,2.194,0,0.104,0,108953.6,1911.6,4246.2,0,0,3085.2,7266.6
1507058965,3/10/2018 19:29,5.827,5.619,80.541,7.908,0,0.104,0,82739.2,1096.4,5421.2,0,0,3067.8,7218.2
1507058970,3/10/2018 19:29,4.683,4.787,88.345,2.081,0,0.104,0,72908.8,1585.2,4827.6,0,0,2999.4,7019.2
1507058975,3/10/2018 19:29,5.956,5.225,85.266,3.448,0,0.104,0,83558.4,1086.8,5386.4,0,0,3137.6,7444
1507058980,3/10/2018 19:29,4.807,5.852,86.729,2.612,0,0,0,80281.6,26823,28536.6,0,0,3102.2,7292
1507058985,3/10/2018 19:29,5.247,5.352,88.038,1.364,0,0,0,98304,1508,5957.8,0,0,3070.4,7207.4
1507058990,3/10/2018 19:29,4.569,4.673,89.72,1.038,0,0,0,79462.4,1934.4,3825.2,0,0,2903.6,6859.8
1507058995,3/10/2018 19:29,5.515,4.995,88.45,0.832,0,0.208,0,79462.4,1155.8,5928.6,0,0,3053.4,7149
1507059000,3/10/2018 19:30,4.812,4.289,89.749,1.151,0,0,0,106496,3098,12243.8,0,0,2982,7015.8
1507059005,3/10/2018 19:30,5.753,4.498,88.598,0.941,0,0.209,0,81100.8,1194.4,5532.8,0,0,3054.2,7177.4
1507059010,3/10/2018 19:30,5.346,4.717,88.784,1.048,0,0.105,0,87654.4,3612.2,12149.2,0,0,3131.6,7330.6
1507059015,3/10/2018 19:30,5.994,5.783,86.961,1.052,0,0.21,0,110592,1612.8,6641.2,0,0,3172.2,7434.2
1507059020,3/10/2018 19:30,5.797,6.729,86.542,0.828,0,0.104,0,71270.4,14237.8,16399.4,0,0,3025.4,7038.2
1507059025,3/10/2018 19:30,5.956,5.12,87.983,0.94,0,0,0,93388.8,1711,7868.8,0,0,3098.2,7240.2
1507059030,3/10/2018 19:30,5.827,3.85,89.386,0.937,0,0,0,85196.8,1444.2,3647.4,0,0,2860.2,6764.6
1507059035,3/10/2018 19:30,5.789,4.947,88.105,1.053,0,0.105,0,80281.6,1241,6655.4,0,0,3028.8,7075
1507059040,3/10/2018 19:30,5.434,4.598,88.924,0.94,0,0.104,0,90931.2,2894.6,5717.2,0,0,3156.8,7313
1507059045,3/10/2018 19:30,5.155,5.876,87.835,1.031,0,0.103,0,79462.4,900.2,4972.6,0,0,2913.2,6914.4
1507059050,3/10/2018 19:30,5.532,4.593,88.935,0.835,0,0.104,0,80281.6,2249.4,5239.6,0,0,3054,7168
1507059055,3/10/2018 19:30,5.729,5.104,87.812,1.042,0,0.312,0,98304,1220.8,5189.6,0,0,2956.4,6969
1507059060,3/10/2018 19:31,4.772,4.772,89.315,0.934,0,0.207,0,79462.4,1816,4658.6,0,0,2940.8,6894.4
