Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,docker-swarm-worker-1,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-nodeport-bis_NET-ens3-docker-swarm-worker-1.csv --noheaders --noupdate 5,,,,Date:,03 Oct 2017 19:31:45 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1507059107,3/10/2018 19:31,4.158,2.011,92.979,0.779,0,0.073,349525.318,175934.454,0,0,0,0,984.023,1969.728
1507059112,3/10/2018 19:31,2.02,1.313,96.465,0.101,0,0.101,0,12288,1929.4,1411.6,0,0,793.4,1653.4
1507059117,3/10/2018 19:31,1.726,0.812,97.36,0.102,0,0,0,13926.4,4388.2,1821,0,0,819.6,1692.4
1507059122,3/10/2018 19:32,4.073,2.138,93.788,0,0,0,819.2,4096,2965,2326.2,0,0,934.6,1908.4
1507059127,3/10/2018 19:32,2.026,1.013,96.96,0,0,0,0,13107.2,3619,1861.8,0,0,825.2,1697.2
1507059132,3/10/2018 19:32,2.022,1.719,96.158,0.101,0,0,0,3276.8,2064,1929.8,0,0,849,1756.6
1507059137,3/10/2018 19:32,2.229,0.709,96.859,0.101,0,0.101,0,8192,3987,1917.4,0,0,829.8,1698.2
1507059142,3/10/2018 19:32,2.843,1.827,95.228,0.102,0,0,0,5734.4,1768.2,1247,0,0,843,1717.2
1507059147,3/10/2018 19:32,1.925,0.912,97.062,0,0,0.101,0,21299.2,4342.4,1958.2,0,0,801.4,1656.8
1507059152,3/10/2018 19:32,1.822,1.113,96.964,0.101,0,0,0,4915.2,1842,1322.4,0,0,754.6,1596
1507059157,3/10/2018 19:32,1.929,1.32,96.65,0,0,0.102,0,9011.2,4062.6,1818.2,0,0,837.4,1719.8
1507059162,3/10/2018 19:32,2.548,2.345,94.903,0.102,0,0.102,0,7372.8,1956.2,1969,0,0,961.8,1908.8
1507059167,3/10/2018 19:32,1.927,0.71,97.363,0,0,0,0,4096,3882.4,1801.2,0,0,782.2,1630.6
1507059172,3/10/2018 19:32,3.741,1.921,94.135,0.101,0,0.101,0,4915.2,1524.6,1072,0,0,813,1702.2
1507059177,3/10/2018 19:32,2.323,0.808,96.768,0.101,0,0,0,6553.6,3837.6,1897.2,0,0,795.2,1678.4
1507059182,3/10/2018 19:33,3.236,2.326,94.338,0.101,0,0,0,9011.2,1673.2,1183.2,0,0,798.2,1645
1507059187,3/10/2018 19:33,1.32,1.015,97.563,0,0,0.102,0,819.2,3624,1832.8,0,0,778.8,1624.4
1507059192,3/10/2018 19:33,2.13,1.521,96.349,0,0,0,0,4915.2,2040,2035.8,0,0,855.2,1761.2
1507059197,3/10/2018 19:33,1.923,0.911,97.065,0.101,0,0,0,9830.4,4773.6,2062.4,0,0,821.2,1692.8
1507059202,3/10/2018 19:33,2.03,1.726,96.142,0.102,0,0,0,4915.2,1610.4,1178.4,0,0,807.2,1644.6
