"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra-native-3",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-native-FloatingIP-bis-cassandra-native-3.csv --noupdate 5",,,,"Date:","28 Sep 2017 12:42:59 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1506602579.265,28-09 12:42:59,4.935,1.245,92.749,1.022,0.0,0.048,0.0,0.0,9.088,1507442688.0,14929920.0,222101504.0,2399301632.0,0.0,0.0,0.0,0.0,2.669,1305.620,3369.368,5123.603,24.719,2.789,687784.266,36058.625,800.0,18711.0,4.0,1.0,0.0,5.0,0.0,0.0,124.0,11.0,4.0,0.0,0.0,0.0,1.0,3.0,322.873,550.259
1506602584.263,28-09 12:43:04,0.701,0.200,98.998,0.100,0.0,0.0,0.0,0.0,0.200,1503809536.0,14938112.0,222130176.0,2402897920.0,0.0,0.0,0.0,0.0,0.0,53.0,25.600,223.800,0.0,0.400,0.0,28672.0,768.0,18675.0,4.0,1.0,0.0,5.0,1324.800,1225.800,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,232.600,413.800
1506602589.268,28-09 12:43:09,0.699,0.200,99.002,0.100,0.0,0.0,0.0,0.0,0.0,1503928320.0,14950400.0,222130176.0,2402766848.0,0.0,0.0,0.0,0.0,0.0,0.200,10.200,3.200,0.0,0.400,0.0,11468.800,768.0,18675.0,4.0,1.0,0.0,5.0,941.200,871.200,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,208.400,366.400
1506602594.267,28-09 12:43:14,4.637,1.008,94.355,0.0,0.0,0.0,0.0,0.0,10.600,1504247808.0,14962688.0,222121984.0,2402443264.0,0.0,0.0,0.0,0.0,0.0,1684.800,1320.600,1312.0,0.0,0.400,0.0,13107.200,736.0,18675.0,4.0,1.0,0.0,5.0,2168.800,2036.200,121.0,12.0,4.0,0.0,0.0,0.0,1.0,3.0,334.800,564.600
1506602599.265,28-09 12:43:19,0.501,0.200,99.299,0.0,0.0,0.0,0.0,0.0,0.0,1504366592.0,14962688.0,222134272.0,2402312192.0,0.0,0.0,0.0,0.0,0.0,5.200,10.0,1.600,0.0,1.0,0.0,8192.0,736.0,18675.0,4.0,1.0,0.0,5.0,715.800,679.0,121.0,12.0,4.0,0.0,0.0,0.0,1.0,3.0,207.0,367.0
1506602604.267,28-09 12:43:24,0.502,0.201,98.896,0.402,0.0,0.0,0.0,0.0,2.0,1504419840.0,14970880.0,222134272.0,2402250752.0,0.0,0.0,0.0,0.0,0.0,137.400,109.0,111.800,0.0,15.600,0.0,90112.0,736.0,18675.0,4.0,1.0,0.0,5.0,830.200,838.400,121.0,12.0,4.0,0.0,0.0,0.0,1.0,3.0,225.0,392.200
1506602609.268,28-09 12:43:29,0.602,0.201,99.198,0.0,0.0,0.0,0.0,0.0,3.0,1504354304.0,14970880.0,222134272.0,2402316288.0,0.0,0.0,0.0,0.0,0.0,209.200,163.400,166.400,0.0,0.600,0.0,2457.600,736.0,18673.0,4.0,1.0,0.0,5.0,1038.800,864.400,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,230.0,411.0
1506602614.263,28-09 12:43:34,0.501,0.301,98.597,0.601,0.0,0.0,0.200,0.0,0.0,1503637504.0,14983168.0,222142464.0,2403012608.0,0.0,0.0,0.0,0.0,0.0,0.200,19.200,54.200,0.200,7.400,819.200,6152192.0,736.0,18673.0,4.0,1.0,0.0,5.0,644.400,636.600,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,205.800,359.0
1506602619.263,28-09 12:43:39,0.501,0.100,99.299,0.100,0.0,0.0,0.0,0.0,0.0,1503887360.0,14991360.0,222142464.0,2402754560.0,0.0,0.0,0.0,0.0,0.0,0.0,10.200,3.200,0.0,0.600,0.0,12288.0,736.0,18673.0,4.0,1.0,0.0,5.0,797.400,803.0,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,200.600,361.800
