"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cassandra_native",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-native-FloatingIP-bis-cassandra_native.csv --noupdate 5",,,,"Date:","28 Sep 2017 12:42:22 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1506602542.598,28-09 12:42:22,6.883,1.538,90.227,1.304,0.0,0.049,0.0,0.0,11.478,1502457856.0,15294464.0,227897344.0,2398126080.0,0.0,0.0,0.0,0.0,3.348,1773.396,4430.467,6601.196,33.356,3.870,875085.748,49576.770,768.0,18937.0,4.0,1.0,0.0,5.0,0.0,0.0,124.0,11.0,4.0,0.0,0.0,0.0,1.0,3.0,375.141,656.693
1506602547.603,28-09 12:42:27,0.500,0.200,99.300,0.0,0.0,0.0,0.0,0.0,0.0,1502486528.0,15294464.0,227938304.0,2398056448.0,0.0,0.0,0.0,0.0,0.0,0.400,10.0,3.200,0.0,0.0,0.0,0.0,768.0,18941.0,4.0,1.0,0.0,5.0,1066.800,949.800,124.0,11.0,4.0,0.0,0.0,0.0,1.0,3.0,205.400,365.600
1506602552.604,28-09 12:42:32,0.501,0.301,99.098,0.100,0.0,0.0,0.0,0.0,0.200,1498779648.0,15302656.0,227934208.0,2401759232.0,0.0,0.0,0.0,0.0,0.0,56.200,24.600,215.800,0.0,0.400,0.0,9011.200,768.0,18901.0,4.0,1.0,0.0,5.0,1094.0,962.200,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,216.800,395.0
1506602557.604,28-09 12:42:37,1.104,0.301,98.494,0.100,0.0,0.0,0.0,0.0,1.0,1498701824.0,15314944.0,227934208.0,2401824768.0,0.0,0.0,0.0,0.0,0.0,68.200,55.400,58.0,0.0,0.400,0.0,11468.800,768.0,18901.0,4.0,1.0,0.0,5.0,1042.400,919.0,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,214.0,374.200
1506602562.603,28-09 12:42:42,2.209,0.301,97.490,0.0,0.0,0.0,0.0,0.0,3.0,1501245440.0,15314944.0,227934208.0,2399281152.0,0.0,0.0,0.0,0.0,0.0,339.800,305.600,169.0,0.0,0.0,0.0,0.0,768.0,18901.0,4.0,1.0,0.0,5.0,1210.800,1039.200,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,234.600,405.800
1506602567.604,28-09 12:42:47,0.401,0.201,98.796,0.602,0.0,0.0,0.0,0.0,0.0,1501343744.0,15331328.0,227950592.0,2399150080.0,0.0,0.0,0.0,0.0,0.0,0.600,19.400,12.800,0.400,7.200,1638.400,5949030.400,768.0,18901.0,4.0,1.0,0.0,5.0,805.600,731.600,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,201.0,351.600
1506602572.603,28-09 12:42:52,0.503,0.101,99.397,0.0,0.0,0.0,0.0,0.0,0.0,1501204480.0,15339520.0,227950592.0,2399281152.0,0.0,0.0,0.0,0.0,0.0,0.200,0.400,3.200,0.0,0.600,0.0,221184.0,768.0,18901.0,4.0,1.0,0.0,5.0,729.0,684.0,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,195.800,353.600
1506602577.603,28-09 12:42:57,0.501,0.100,99.299,0.100,0.0,0.0,0.0,0.0,0.0,1501278208.0,15339520.0,227950592.0,2399207424.0,0.0,0.0,0.0,0.0,0.0,0.200,11.400,7.600,0.0,7.0,0.0,36044.800,768.0,18892.0,4.0,1.0,0.0,5.0,737.400,677.600,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,207.800,361.600
1506602582.604,28-09 12:43:02,0.501,0.200,99.199,0.100,0.0,0.0,0.0,0.0,0.0,1501171712.0,15347712.0,227950592.0,2399305728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400,4.800,0.0,0.800,0.0,5734.400,768.0,18887.0,4.0,1.0,0.0,5.0,943.200,832.800,119.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,201.400,364.0
