"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ycsb-3",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-native-FloatingIP-bis-ycsb-3.csv --noupdate 5",,,,"Date:","28 Sep 2017 12:44:56 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1506602696.889,28-09 12:44:56,0.772,0.219,98.924,0.078,0.0,0.006,0.0,0.0,2.553,108331008.0,25108480.0,285773824.0,7951888384.0,0.0,0.0,0.0,0.0,0.509,779.490,646.384,1211.848,2.870,0.480,65957.981,25112.712,640.0,20462.0,4.0,1.0,0.0,5.0,0.0,0.0,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,229.807,338.994
1506602701.893,28-09 12:45:01,1.501,0.350,98.149,0.0,0.0,0.0,0.0,0.0,4.0,107950080.0,25116672.0,285974528.0,7952060416.0,0.0,0.0,0.0,0.0,0.0,1341.800,913.800,905.600,0.0,0.800,0.0,21299.200,672.0,20466.0,4.0,1.0,0.0,5.0,177.600,130.400,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,408.200,656.0
1506602706.893,28-09 12:45:06,0.050,0.050,99.900,0.0,0.0,0.0,0.0,0.0,0.0,107769856.0,25116672.0,285982720.0,7952232448.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.400,0.0,0.0,0.0,0.0,672.0,20466.0,4.0,1.0,0.0,5.0,669.600,699.600,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,53.0,78.0
1506602711.890,28-09 12:45:11,0.300,0.150,99.549,0.0,0.0,0.0,0.600,0.0,2.0,114651136.0,25124864.0,285982720.0,7945342976.0,0.0,0.0,0.0,0.0,0.0,508.400,433.400,69.600,0.0,0.400,0.0,3276.800,672.0,20552.0,4.0,1.0,0.0,5.0,844.600,630.0,120.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,122.600,156.0
1506602716.893,28-09 12:45:16,1.101,0.450,98.398,0.050,0.0,0.0,0.0,0.0,2.400,110370816.0,25133056.0,285986816.0,7949611008.0,0.0,0.0,0.0,0.0,0.0,1037.200,859.600,1115.200,0.0,0.400,0.0,9011.200,672.0,20468.0,4.0,1.0,0.0,5.0,552.800,366.800,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,364.400,603.0
1506602721.893,28-09 12:45:21,0.100,0.050,99.800,0.050,0.0,0.0,0.0,0.0,0.800,108228608.0,25169920.0,285962240.0,7951740928.0,0.0,0.0,0.0,0.0,0.0,201.0,103.800,210.0,1.400,0.400,5734.400,7372.800,672.0,20471.0,4.0,1.0,0.0,5.0,530.400,380.800,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,67.600,84.400
1506602726.893,28-09 12:45:26,1.406,0.301,98.293,0.0,0.0,0.0,0.0,0.0,4.0,107335680.0,25169920.0,285995008.0,7952601088.0,0.0,0.0,0.0,0.0,0.0,1496.400,940.0,945.0,0.0,0.0,0.0,0.0,640.0,20473.0,4.0,1.0,0.0,5.0,969.600,668.0,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,481.200,698.800
1506602731.893,28-09 12:45:31,0.0,0.100,99.800,0.100,0.0,0.0,0.0,0.0,0.400,107618304.0,25178112.0,285995008.0,7952310272.0,0.0,0.0,0.0,0.0,0.0,111.400,68.0,59.400,0.0,5.0,0.0,26214.400,640.0,20473.0,4.0,1.0,0.0,5.0,435.200,282.0,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,51.200,65.600
1506602736.893,28-09 12:45:36,1.703,0.401,97.796,0.100,0.0,0.0,0.0,0.0,6.0,107393024.0,25190400.0,286236672.0,7952281600.0,0.0,0.0,0.0,0.0,0.400,1827.200,1547.800,1539.200,0.600,0.800,48332.800,17203.200,672.0,20479.0,4.0,1.0,0.0,5.0,729.600,469.600,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,496.0,683.400
1506602741.893,28-09 12:45:41,0.0,0.100,99.900,0.0,0.0,0.0,0.0,0.0,0.0,107167744.0,25198592.0,286228480.0,7952506880.0,0.0,0.0,0.0,0.0,0.0,0.400,0.400,4.800,0.0,0.400,0.0,7372.800,672.0,20479.0,4.0,1.0,0.0,5.0,1142.600,882.400,118.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,73.600,110.600
1506602746.893,28-09 12:45:46,29.535,4.139,62.545,3.526,0.0,0.255,0.600,0.0,11.0,352677888.0,25219072.0,296706048.0,7696498688.0,0.0,0.0,0.0,0.0,3.0,5610.800,15672.200,3058.400,154.0,0.0,2088140.800,0.0,768.0,20553.0,4.0,1.0,0.0,5.0,55686.400,650582.600,126.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,3197.0,5099.0
1506602751.890,28-09 12:45:51,34.039,4.606,60.879,0.053,0.0,0.424,0.600,0.0,0.0,481505280.0,25227264.0,296714240.0,7567654912.0,0.0,0.0,0.0,0.0,0.0,1557.600,10546.400,4352.800,0.400,0.400,1638.400,12288.0,768.0,20553.0,4.0,1.0,0.0,5.0,135508.0,2152259.600,126.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,5671.0,9642.800
1506602756.893,28-09 12:45:56,12.173,4.754,82.654,0.052,0.0,0.366,0.0,0.0,5.0,483049472.0,25235456.0,296722432.0,7566094336.0,0.0,0.0,0.0,0.0,0.0,1740.800,3108.800,3112.0,0.0,0.400,0.0,6553.600,768.0,20581.0,4.0,1.0,0.0,5.0,144526.400,2293766.200,126.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,6665.600,10512.400
1506602761.893,28-09 12:46:01,12.156,5.662,81.766,0.052,0.0,0.364,1.0,0.0,1.200,482869248.0,25243648.0,296722432.0,7566266368.0,0.0,0.0,0.0,0.0,0.0,280.200,2898.200,2904.0,0.0,0.400,0.0,8192.0,768.0,20581.0,4.0,1.0,0.0,5.0,173342.0,2777959.400,126.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,7554.0,12092.0
