"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","kubeadm-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-kubeadm-ServiceIP-kubeadm-worker-2.csv --noupdate 5",,,,"Date:","26 Sep 2017 20:30:59 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1506457859.664,26-09 20:30:59,17.704,6.803,68.488,0.901,0.0,6.103,0.0,0.0,4.412,1400930304.0,28147712.0,1760919552.0,953524224.0,0.0,0.0,0.0,0.0,2.899,1027.878,3790.663,4032.198,12.277,6.600,459036.512,2965238.469,1280.0,28385.0,4.0,3.0,1.0,7.0,0.0,0.0,202.0,13.0,3.0,4.0,0.0,0.0,1.0,3.0,3168.791,7200.145
1506457864.668,26-09 20:31:04,2.610,2.309,94.880,0.201,0.0,0.0,0.0,0.0,1.0,1403039744.0,28160000.0,1760894976.0,951427072.0,0.0,0.0,0.0,0.0,0.0,692.0,604.400,540.800,1.0,4.0,5734.400,44236.800,1280.0,28364.0,4.0,3.0,1.0,7.0,6471.800,6023.400,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,761.200,1536.400
1506457869.668,26-09 20:31:09,3.546,3.445,92.806,0.101,0.0,0.101,0.0,0.0,2.200,1402941440.0,28172288.0,1760882688.0,951525376.0,0.0,0.0,0.0,0.0,0.0,490.0,5808.200,5807.200,0.0,0.600,0.0,18022.400,1280.0,28356.0,4.0,3.0,1.0,7.0,7325.400,5668.800,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,1011.200,2021.600
1506457874.666,26-09 20:31:14,2.610,3.112,94.177,0.0,0.0,0.100,0.0,0.0,2.400,1402855424.0,28172288.0,1760894976.0,951599104.0,0.0,0.0,0.0,0.0,0.0,619.200,9135.600,9130.600,0.0,0.0,0.0,0.0,1280.0,28358.0,4.0,3.0,1.0,7.0,4810.800,3920.0,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,884.600,1749.0
1506457879.668,26-09 20:31:19,4.458,3.343,92.199,0.0,0.0,0.0,0.0,0.0,4.0,1402523648.0,28180480.0,1760899072.0,951918592.0,0.0,0.0,0.0,0.0,0.0,1141.400,6770.200,6802.200,0.0,0.400,0.0,4096.0,1312.0,28358.0,4.0,3.0,1.0,7.0,7265.600,6290.600,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,1113.800,2178.200
1506457884.666,26-09 20:31:24,4.204,1.602,94.094,0.100,0.0,0.0,0.0,0.0,0.0,1402376192.0,28188672.0,1760899072.0,952057856.0,0.0,0.0,0.0,0.0,0.0,110.0,37.400,23.0,0.0,1.200,0.0,9011.200,1312.0,28368.0,4.0,3.0,1.0,7.0,3579.200,2462.400,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,751.800,1511.600
1506457889.668,26-09 20:31:29,3.003,2.102,94.795,0.100,0.0,0.0,0.0,0.0,0.0,1402593280.0,28196864.0,1760899072.0,951832576.0,0.0,0.0,0.0,0.0,0.0,115.600,23.800,18.600,0.0,0.600,0.0,9011.200,1312.0,28356.0,4.0,3.0,1.0,7.0,8162.800,6315.400,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,814.800,1663.600
1506457894.667,26-09 20:31:34,3.900,1.700,94.200,0.200,0.0,0.0,0.0,0.0,0.0,1402486784.0,28205056.0,1760899072.0,951930880.0,0.0,0.0,0.0,0.0,0.0,24.200,25.200,30.400,0.0,7.0,0.0,42598.400,1312.0,28366.0,4.0,3.0,1.0,7.0,4144.200,3181.600,197.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,787.0,1600.400
1506457899.668,26-09 20:31:39,3.693,2.695,93.413,0.100,0.0,0.100,0.0,0.0,2.400,1402540032.0,28213248.0,1760903168.0,951865344.0,0.0,0.0,0.0,0.0,0.0,543.400,682.800,682.0,0.0,0.400,0.0,6553.600,1312.0,28356.0,4.0,3.0,1.0,7.0,11074.200,7326.200,195.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,1028.600,2065.800
1506457904.668,26-09 20:31:44,4.868,4.868,88.945,1.318,0.0,0.0,0.0,0.0,18.200,341983232.0,28409856.0,1760722944.0,2012405760.0,0.0,0.0,0.0,0.0,0.200,3169.400,5551.800,57342.400,6.800,16.400,36864.0,137625.600,992.0,27082.0,4.0,3.0,1.0,7.0,1.84467440736e+19,1.84467440736e+19,184.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,1683.800,3621.400
1506457909.666,26-09 20:31:49,3.006,2.204,94.389,0.301,0.0,0.100,0.400,0.0,2.800,342708224.0,28422144.0,1760804864.0,2011586560.0,0.0,0.0,0.0,0.0,0.0,741.0,1565.400,1508.400,0.0,4.200,0.0,35225.600,992.0,27078.0,4.0,3.0,1.0,7.0,9434.800,4443.200,186.0,13.0,3.0,4.0,0.0,0.0,1.0,3.0,818.200,1663.400
1506457914.668,26-09 20:31:54,3.097,3.696,93.107,0.100,0.0,0.0,0.0,0.0,7.200,332464128.0,28434432.0,1132089344.0,2650533888.0,0.0,0.0,0.0,0.0,0.0,1144.800,969.200,32199.600,0.0,0.600,0.0,40140.800,992.0,26920.0,4.0,3.0,1.0,7.0,1824.0,1195.800,184.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,597.600,1216.600
1506457919.668,26-09 20:31:59,3.796,1.798,94.406,0.0,0.0,0.0,0.0,0.0,0.0,332566528.0,28434432.0,1132118016.0,2650402816.0,0.0,0.0,0.0,0.0,0.0,172.600,35.600,13.600,0.0,0.200,0.0,4096.0,960.0,26916.0,4.0,3.0,1.0,7.0,7923.400,2860.600,184.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,713.400,1457.400
1506457924.668,26-09 20:32:04,5.521,5.317,86.810,2.147,0.0,0.204,0.0,0.0,37.200,336125952.0,28811264.0,1132437504.0,2646147072.0,0.0,0.0,0.0,0.0,0.0,5621.0,17161.200,16967.0,0.200,31.800,819.200,415334.400,1088.0,27743.0,4.0,3.0,1.0,7.0,11415.600,2467.200,202.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,2321.200,4540.200
1506457929.666,26-09 20:32:09,32.515,9.611,57.362,0.409,0.0,0.102,0.400,0.0,29.800,515469312.0,28987392.0,427393024.0,3171672064.0,0.0,0.0,0.0,0.0,0.200,6512.800,27119.600,52721.800,3.400,9.400,13926.400,323584.0,1184.0,27867.0,4.0,3.0,1.0,7.0,6105.800,3979.600,210.0,12.0,3.0,4.0,0.0,0.0,1.0,3.0,1644.800,3304.400
