"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ycsb-3",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-floating-ip-nodeport-ycsb-3.csv --noupdate 5",,,,"Date:","05 Oct 2017 13:19:56 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1507209596.873,05-10 13:19:56,1.025,0.288,98.419,0.261,0.0,0.007,0.0,0.0,2.802,119734272.0,25337856.0,2571030528.0,5654999040.0,0.0,0.0,0.0,0.0,0.486,828.959,876.418,1312.358,7.962,0.664,725019.133,97125.953,704.0,20543.0,4.0,1.0,0.0,5.0,0.0,0.0,123.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,269.638,412.507
1507209601.877,05-10 13:20:01,0.050,0.0,99.900,0.050,0.0,0.0,0.0,0.0,0.0,119480320.0,25346048.0,2571104256.0,5655171072.0,0.0,0.0,0.0,0.0,0.0,0.400,0.800,0.200,0.0,0.600,0.0,29491.200,704.0,20547.0,4.0,1.0,0.0,5.0,107.600,55.200,123.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,32.400,38.600
1507209606.877,05-10 13:20:06,1.401,0.350,98.248,0.0,0.0,0.0,0.0,0.0,4.200,119881728.0,25346048.0,2571108352.0,5654765568.0,0.0,0.0,0.0,0.0,0.0,1453.400,950.600,947.600,0.0,6.400,0.0,33587.200,768.0,20547.0,4.0,1.0,0.0,5.0,1235.400,460.800,123.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,441.0,654.600
1507209611.877,05-10 13:20:11,0.200,0.300,98.951,0.500,0.0,0.050,0.0,0.0,1.0,120713216.0,25452544.0,2571091968.0,5653843968.0,0.0,0.0,0.0,0.0,1.0,97.400,219.400,189.800,5.800,0.600,23756.800,9830.400,768.0,20823.0,4.0,1.0,0.0,5.0,766.400,561.200,123.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,95.800,117.0
1507209616.875,05-10 13:20:16,2.310,0.653,94.324,2.612,0.0,0.100,0.0,0.0,4.600,143458304.0,25673728.0,2576732160.0,5625237504.0,0.0,0.0,0.0,0.0,6.0,2626.400,2406.0,976.400,77.0,0.400,1170636.800,13926.400,800.0,21457.0,4.0,1.0,0.0,5.0,2582.800,1133.400,124.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,618.200,905.200
1507209621.875,05-10 13:20:21,2.154,0.601,86.273,10.822,0.0,0.150,0.200,0.0,1.400,195080192.0,25673728.0,2584018944.0,5566328832.0,0.0,0.0,0.0,0.0,66.400,2113.0,3796.600,846.200,67.800,0.200,1459814.400,819.200,832.0,21464.0,4.0,1.0,0.0,5.0,1401.400,2700.400,125.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,420.400,493.0
1507209626.875,05-10 13:20:26,24.562,0.450,74.987,0.0,0.0,0.0,0.200,0.0,0.0,176144384.0,25681920.0,2584035328.0,5585240064.0,0.0,0.0,0.0,0.0,0.0,1489.400,5341.0,6333.200,0.0,0.800,0.0,5734.400,832.0,21464.0,4.0,1.0,0.0,5.0,383.0,894.0,125.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,315.600,105.200
1507209631.877,05-10 13:20:31,21.792,1.222,76.884,0.051,0.0,0.051,0.200,0.0,13.400,281972736.0,25690112.0,2584043520.0,5479395328.0,0.0,0.0,0.0,0.0,0.0,4602.0,10357.800,5172.800,0.0,0.800,0.0,7372.800,864.0,21514.0,4.0,1.0,0.0,5.0,91481.200,2915521.800,130.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,1693.600,1540.600
1507209636.877,05-10 13:20:36,9.637,0.656,89.455,0.050,0.0,0.202,0.0,0.0,2.0,258654208.0,25706496.0,2584076288.0,5502664704.0,0.0,0.0,0.0,0.0,0.0,358.600,4999.400,6172.400,0.400,0.800,1638.400,16384.0,864.0,21534.0,4.0,1.0,0.0,5.0,67933.600,2755247.400,130.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,800.200,707.200
1507209641.877,05-10 13:20:41,2.340,0.763,96.541,0.0,0.0,0.356,0.0,0.0,5.400,258887680.0,25714688.0,2584080384.0,5502418944.0,0.0,0.0,0.0,0.0,0.0,1699.400,4040.400,4041.0,0.0,5.800,0.0,35225.600,864.0,21542.0,4.0,1.0,0.0,5.0,85883.800,3479014.400,130.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,1493.600,1419.600
1507209646.877,05-10 13:20:46,1.307,0.352,98.039,0.101,0.0,0.201,0.0,0.0,0.200,259796992.0,25726976.0,2584092672.0,5501485056.0,0.0,0.0,0.0,0.0,0.0,105.0,2751.800,2695.800,0.200,0.400,1638.400,9011.200,864.0,21543.0,4.0,1.0,0.0,5.0,53201.800,2268343.600,130.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,593.200,517.200
1507209651.877,05-10 13:20:51,2.227,0.607,96.964,0.0,0.0,0.202,0.0,0.0,3.800,258613248.0,25735168.0,2584100864.0,5502652416.0,0.0,0.0,0.0,0.0,0.0,1438.800,3165.600,3171.400,0.0,0.400,0.0,8192.0,928.0,21543.0,4.0,1.0,0.0,5.0,55440.200,2425617.200,130.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,1047.400,1144.0
1507209656.877,05-10 13:20:56,1.114,0.507,98.126,0.0,0.0,0.253,0.0,0.0,0.0,171646976.0,25743360.0,2584100864.0,5589610496.0,0.0,0.0,0.0,0.0,0.0,1.0,2914.600,7211.200,0.0,0.400,0.0,8192.0,896.0,21541.0,4.0,1.0,0.0,5.0,87582.600,3810801.0,130.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,930.600,691.800
1507209661.877,05-10 13:21:01,1.353,0.501,97.946,0.150,0.0,0.050,0.0,0.0,4.400,126537728.0,25890816.0,2584379392.0,5634293760.0,0.0,0.0,0.0,0.0,0.400,2492.0,1089.800,3251.200,7.800,0.200,82739.200,819.200,832.0,21537.0,4.0,1.0,0.0,5.0,1321.0,728.200,128.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,476.800,696.600
1507209666.877,05-10 13:21:06,0.0,0.0,99.950,0.050,0.0,0.0,0.0,0.0,0.0,126496768.0,25899008.0,2584379392.0,5634326528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400,1.800,0.0,1.600,0.0,20480.0,832.0,21537.0,4.0,1.0,0.0,5.0,166.400,66.0,128.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,32.600,37.200
