Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,docker-swarm-master,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-floating-ip-nodeport_NET-ens3-docker-swarm-master.csv --noheaders --noupdate 5,,,,Date:,05 Oct 2017 13:18:07 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1507209537,5/10/2018 13:18,4.962,3.344,89.32,2.265,0,0.108,819.2,109772.8,3597.8,10700.4,0,0,3128.6,7332
1507209542,5/10/2018 13:19,3.632,1.923,91.88,2.457,0,0.107,0,60620.8,296.4,1724,0,0,2729.4,6555.6
1507209547,5/10/2018 13:19,5.134,2.995,90.374,1.283,0,0.214,0,81920,3288,10144.4,0,0,2994.2,7082.8
1507209552,5/10/2018 13:19,3.632,2.137,92.949,1.068,0,0.214,0,58982.4,434.6,1935.2,0,0,2737.4,6563.6
1507209557,5/10/2018 13:19,6.86,4.394,87.781,0.965,0,0,0,76185.6,2427.2,8797.8,0,0,3143.6,7338.4
1507209562,5/10/2018 13:19,4.162,4.482,90.608,0.747,0,0,0,61440,579,2723.2,0,0,2890.4,6744.6
1507209567,5/10/2018 13:19,4.782,3.294,90.648,1.063,0,0.213,0,80281.6,2345.4,8339.6,0,0,2869.2,6816.8
1507209572,5/10/2018 13:19,5.806,3.871,88.065,2.151,0,0.108,0,82739.2,679.4,2504.8,0,0,2956.4,6896.6
1507209577,5/10/2018 13:19,5.032,3.105,90.364,1.178,0,0.321,0,78643.2,2994,9512,0,0,2939.2,6976.8
1507209582,5/10/2018 13:19,4.487,2.671,85.791,7.051,0,0,0,65536,1046.2,3334.6,0,0,2893.8,6777
1507209587,5/10/2018 13:19,4.589,3.415,90.715,1.067,0,0.213,0,70451.2,2880.8,8824.4,0,0,2974.8,6990.6
