Dstat 0.7.2 CSV output,,,,,,,,,,,,,,,
Author:,Dag Wieers <dag@wieers.com>,,,,URL:,http://dag.wieers.com/home-made/dstat/,,,,,,,,,
Host:,docker-swarm-worker-3,,,,User:,ubuntu,,,,,,,,,
Cmdline:,dstat -N ens3 --output 2-cassandra-floating-ip-nodeport_NET-ens3-docker-swarm-worker-3.csv --noheaders --noupdate 5,,,,Date:,05 Oct 2017 13:17:53 UTC,,,,,,,,,
,,,,,,,,,,,,,,,
epoch,system,total cpu usage,,,,,,dsk/total,,net/ens3,,paging,,system,
epoch,time,usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
1507209527,5/10/2018 13:18,6.537,3.269,89.888,0.204,0,0.102,819.2,4096,6484.2,4153.4,0,0,1193,2337.2
1507209532,5/10/2018 13:18,3.16,1.427,95.413,0,0,0,0,13107.2,2000.4,1051.8,0,0,889,1771.8
1507209537,5/10/2018 13:18,3.138,1.012,95.749,0.101,0,0,0,11468.8,4787.6,2392.8,0,0,900.8,1847.4
1507209542,5/10/2018 13:19,2.834,1.619,95.445,0.101,0,0,0,8192,1776.6,853,0,0,753.2,1551.4
1507209547,5/10/2018 13:19,3.249,1.117,95.533,0,0,0.102,0,0,6091,3259.6,0,0,888.6,1804.2
1507209552,5/10/2018 13:19,3.144,1.42,95.233,0.101,0,0.101,0,16384,2138.4,750.6,0,0,878,1824
1507209557,5/10/2018 13:19,2.956,1.529,95.515,0,0,0,0,7372.8,5081.8,2266.4,0,0,980.4,1990
1507209562,5/10/2018 13:19,3.455,0.915,95.528,0.102,0,0,0,4096,1586.8,895.2,0,0,838.4,1694.4
1507209567,5/10/2018 13:19,3.367,2.449,94.082,0,0,0.102,0,6553.6,4602,2056,0,0,1098.2,2228.2
1507209572,5/10/2018 13:19,3.147,2.03,93.807,0.914,0,0.102,0,8192,1711,939.2,0,0,940.2,1915.6
1507209577,5/10/2018 13:19,3.058,1.835,95.005,0.102,0,0,0,4915.2,6291.2,3317.6,0,0,1006,1997.6
1507209582,5/10/2018 13:19,3.15,1.931,94.715,0.102,0,0.102,0,3276.8,1554,825.8,0,0,894.6,1808.6
1507209587,5/10/2018 13:19,3.272,1.534,95.092,0.102,0,0,0,10649.6,5339.4,2116,0,0,1032.6,2131
1507209592,5/10/2018 13:19,3.36,1.222,95.418,0,0,0,0,4915.2,1746.4,1012.6,0,0,859.4,1762.6
1507209597,5/10/2018 13:19,2.335,1.117,96.345,0.102,0,0.102,0,18022.4,4681.2,2134,0,0,863.8,1782.2
1507209602,5/10/2018 13:20,2.953,1.222,95.621,0.204,0,0,0,7372.8,1572.8,758.2,0,0,813.6,1700.2
1507209607,5/10/2018 13:20,3.049,1.118,95.732,0,0,0.102,0,0,5513.6,3114.8,0,0,883.4,1828.6
1507209612,5/10/2018 13:20,3.04,1.216,95.643,0.101,0,0,0,4096,1851.2,1042.4,0,0,833.4,1720.2
1507209617,5/10/2018 13:20,4.481,1.731,93.686,0,0,0.102,0,4096,6102.2,2415,0,0,1003,2028.8
1507209622,5/10/2018 13:20,3.666,1.527,94.705,0.102,0,0,0,3276.8,1756,1004.4,0,0,850.2,1768.4
1507209627,5/10/2018 13:20,3.561,2.442,93.896,0.102,0,0,0,8192,4861.8,2278,0,0,1039.6,2101.2
