"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat -T -t -cp -mgs --vm -r -d -D total --fs --lock -n --socket --ipc -y --noheaders --output 2-cassandra-docker_netishost-bis-docker-swarm-worker-2.csv --noupdate 5",,,,"Date:","22 Sep 2017 23:28:03 UTC"

"epoch","system","total cpu usage",,,,,,"procs",,,"memory usage",,,,"paging",,"swap",,"virtual memory",,,,"io/total",,"dsk/total",,"filesystem",,"file locks",,,,"net/total",,"sockets",,,,,"sysv ipc",,,"system",
"epoch","time","usr","sys","idl","wai","hiq","siq","run","blk","new","used","buff","cach","free","in","out","used","free","majpf","minpf","alloc","free","read","writ","read","writ","files","inodes","pos","lck","rea","wri","recv","send","tot","tcp","udp","raw","frg","msg","sem","shm","int","csw"
1506122883.086,22-09 23:28:03,3.521,1.532,93.971,0.933,0.0,0.043,0.0,0.0,7.598,433168384.0,17268736.0,192868352.0,3500216320.0,0.0,0.0,0.0,0.0,5.225,1101.652,1457.489,4788.561,31.661,2.053,798547.245,25805.470,896.0,17372.0,4.0,2.0,1.0,6.0,0.0,0.0,137.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,348.130,619.255
1506122888.090,22-09 23:28:08,0.602,0.301,98.996,0.100,0.0,0.0,0.0,0.0,0.0,433287168.0,17276928.0,192827392.0,3500130304.0,0.0,0.0,0.0,0.0,0.0,4.200,11.400,6.400,0.0,0.400,0.0,9011.200,896.0,17376.0,4.0,2.0,1.0,6.0,1537.400,1606.800,137.0,13.0,1.0,0.0,0.0,0.0,1.0,3.0,249.0,452.400
1506122893.090,22-09 23:28:13,1.508,0.704,97.789,0.0,0.0,0.0,0.0,0.0,1.0,435318784.0,17281024.0,192843776.0,3498078208.0,0.0,0.0,0.0,0.0,0.0,689.200,574.200,521.200,0.600,0.0,2457.600,0.0,896.0,17341.0,4.0,2.0,1.0,6.0,1268.0,1281.600,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,265.600,481.800
1506122898.090,22-09 23:28:18,0.704,0.302,98.894,0.101,0.0,0.0,0.0,0.0,0.0,435437568.0,17293312.0,192843776.0,3497947136.0,0.0,0.0,0.0,0.0,0.0,4.600,11.200,3.200,0.0,0.400,0.0,13107.200,896.0,17341.0,4.0,2.0,1.0,6.0,809.0,868.200,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,245.0,446.400
1506122903.090,22-09 23:28:23,0.905,0.201,98.894,0.0,0.0,0.0,0.0,0.0,0.0,435396608.0,17301504.0,192843776.0,3497979904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600,3.400,0.0,0.400,0.0,4096.0,896.0,17341.0,4.0,2.0,1.0,6.0,660.0,699.400,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,215.200,409.400
1506122908.090,22-09 23:28:28,0.703,0.100,99.096,0.100,0.0,0.0,0.0,0.0,0.0,435322880.0,17309696.0,192843776.0,3498045440.0,0.0,0.0,0.0,0.0,0.0,0.400,1.0,1.800,0.0,0.400,0.0,3276.800,896.0,17341.0,4.0,2.0,1.0,6.0,588.0,643.400,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,222.800,419.0
1506122913.090,22-09 23:28:33,0.503,0.201,99.196,0.101,0.0,0.0,0.0,0.0,0.0,435281920.0,17317888.0,192843776.0,3498078208.0,0.0,0.0,0.0,0.0,0.0,0.800,0.800,3.400,0.0,0.600,0.0,7372.800,896.0,17341.0,4.0,2.0,1.0,6.0,809.600,802.400,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,223.600,422.0
1506122918.090,22-09 23:28:38,0.701,0.401,98.798,0.100,0.0,0.0,0.0,0.0,0.0,435404800.0,17326080.0,192843776.0,3497947136.0,0.0,0.0,0.0,0.0,0.0,1.200,10.600,1.800,0.0,0.600,0.0,4915.200,896.0,17341.0,4.0,2.0,1.0,6.0,809.200,820.0,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,225.800,414.400
1506122923.090,22-09 23:28:43,0.503,0.201,99.095,0.201,0.0,0.0,0.0,0.0,0.0,435339264.0,17334272.0,192843776.0,3498004480.0,0.0,0.0,0.0,0.0,0.0,1.800,1.600,3.200,0.0,4.600,0.0,23756.800,896.0,17341.0,4.0,2.0,1.0,6.0,950.0,876.400,132.0,12.0,1.0,0.0,0.0,0.0,1.0,3.0,230.200,418.600
